Cluster ID,confidence_score,price,style,link,name
1832,,24.99,Porter,http://www.emporioveredas.com.br/cerveja-viven-porter-330ml.html,Cerveja Viven Porter 330ml 
1833,,23.99,,http://www.emporioveredas.com.br/cerveja-viven-bruin-330ml.html,Cerveja Viven Bruin 330ml 
1834,,23.99,,http://www.emporioveredas.com.br/cerveja-viven-blond-330ml.html,Cerveja Viven Blond 330ml 
1835,,21.99,Pumpkin Ale,http://www.emporioveredas.com.br/cerveja-brooklyn-pumpkin-ale-355ml.html,Cerveja Brooklyn Pumpkin Ale 355ml
1836,,36.99,,http://www.emporioveredas.com.br/cerveja-da-banda-iron-maiden-trooper.html,Cerveja Da Banda Iron Maiden Trooper 
1837,,102.99,Witbier,http://www.emporioveredas.com.br/kit-cerveja-estrella-damm-inedit-750ml-com-2-tacas.html,Kit Cerveja Estrella Damm Inedit - 750ml Com 2 Taças
1838,,18.11,American Premium Lager,http://www.clubeer.com.br/cerveja/461205-madalena-lager,Madalena Lager
1839,,26.99,India Pale Ale,http://www.emporioveredas.com.br/cerveja-ballast-point-big-eye-ipa-355ml.html,Cerveja Ballast Point Big Eye Ipa 355ml
1840,,20,Helles,http://www.emporioveredas.com.br/cerveja-schwarzbrau-bayerisch-hell-500ml.html,Cerveja Schwarzbräu Bayerisch Hell - 500ml
1841,,18.99,Amber Ale,http://www.emporioveredas.com.br/cerveja-van-streenberg-gulden-draak-330ml.html,Cerveja Van Streenberg Gulden Draak 330ml
1842,,27.99,Imperial Stout,http://www.emporioveredas.com.br/cerveja-north-coast-old-rasputin-355ml.html,Cerveja North Coast Old Rasputin 355ml
1843,,18.9,Weiss ,http://www.emporioveredas.com.br/cerveja-erdinger-weissbier-oktoberfest-5.html,Cerveja Erdinger Weissbier Oktoberfest 
1844,,21.99,Amber Ale,http://www.emporioveredas.com.br/cerveja-north-coast-acme-pale-ale-355ml.html,Cerveja North Coast Acme Pale Ale 355ml
1845,,23.99,Tripel,http://www.emporioveredas.com.br/cerveja-trippel-karmelliet-trippel-330ml.html,Cerveja Trippel Karmelliet Trippel 330ml
1846,,25.99,Amber Ale,http://www.emporioveredas.com.br/cerveja-north-scrimshaw-355ml.html,Cerveja North Scrimshaw 355ml
1847,,29.99,Lambic,http://www.emporioveredas.com.br/cerveja-timmermans-strawberry-250ml.html,Cerveja Timmermans Strawberry 250ml
1848,,76.8,Imperial IPA,http://www.emporioveredas.com.br/cerveja-mikkeller-100-ibu-imperial-ipa-355ml.html,Cerveja Mikkeller 1000 Ibu Imperial Ipa 355ml
1849,,20.2,Saison,http://www.emporioveredas.com.br/cerveja-saison-dupont-330-ml.html,Cerveja Saison Dupont 330 Ml
1850,,22.99,Oktoberfest,http://www.emporioveredas.com.br/cerveja-horny-goat-oktoberfest-lata-473ml.html,Cerveja Horny Goat Oktoberfest Lata 473ml
1851,,20.7,Witbier,http://www.emporioveredas.com.br/cerveja-abaye-des-rocs-blanche-des-honnelles-330ml.html,Cerveja Abbaye Des Rocs Blanche Des Honnelles 330ml
1852,,129.9,,http://www.clubedomalte.com.br/produto/Nogne-Red-Horizon-63907,Nogne Red Horizon
